run_id,model,dataset,n_useless,n_obs,idx,test_frac,r_squared,nise,ise,noise,mse_test,r2_test,var_f,time,param_min_sample_split,param_min_sample_leaf,param_max_depth,param_bic_factor,param_min_samples_split,param_min_samples_leaf,param_ccp_alpha,param_min_data,param_thresh,param_penalty,param_minspan_alpha,param_max_terms,param_max_degree,param_endspan
229,PILOT_Base,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,1.0,2.058330198403211e-05,0.009691875291458802,0.0,6.730468952401946e-05,0.9999998570604028,470.8610551882035,5.308739900006913,10.0,1.0,18.0,1.0,,,,,,,,,,
229,CART,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,0.9998858258288889,0.7490272484035396,352.6877605480073,0.0,2.449220559361162,0.9947984218860866,470.8610551882035,0.13552519999211654,,,15.0,,2.0,1.0,0.001,,,,,,,
229,PILOT,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,1.0,2.058330198403211e-05,0.009691875291458802,0.0,6.730468952401946e-05,0.9999998570604028,470.8610551882035,8.195879100007005,2.0,1.0,3.0,1.0,,,,,,,,,,
229,LightGBMLinear,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,0.9999395880608118,0.041110098291310695,19.357144260337318,0.0,0.13442461291900915,0.9997145132063103,470.8610551882035,3.0426513999991585,,,9.0,,,,,30.0,,,,,,
229,MARS,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,0.9999996059174977,5.398044793413776e-05,0.025417290673799987,0.0,0.0001765089630124999,0.9999996251357782,470.8610551882035,0.27578820000053383,,,,,,,,,0.01,2.0,0.0,10.0,3.0,20.0
229,PILOT_Base,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.999827275489102,0.2692692894586575,295.53106971284154,0.0,2.0522990952280664,0.9981300743787593,1097.529801140639,2.137126800022088,2.0,1.0,9.0,1.0,,,,,,,,,,
229,CART,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9999116171864932,3.235614356947401,3551.183181748277,0.0,24.660994317696368,0.9775304558545319,1097.529801140639,0.12714590001269244,,,15.0,,2.0,1.0,0.001,,,,,,,
229,PILOT,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.999975739611703,0.34093800267688473,374.18961827924795,0.0,2.598539015828111,0.9976323749814106,1097.529801140639,2.4952607000013813,2.0,1.0,12.0,0.001,,,,,,,,,,
229,LightGBMLinear,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9991008363268546,0.36921178812823374,405.2209404031601,0.0,2.8140343083552786,0.9974360292491095,1097.529801140639,2.69738420000067,,,6.0,,,,,30.0,,,,,,
229,MARS,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9998475739096208,0.02150652006274114,23.604046687687443,0.0,0.16391699088671835,0.999850649166231,1097.529801140639,2.0748158000060357,,,,,,,,,0.001,2.0,0.0,50.0,2.0,10.0
229,PILOT_Base,dataset_3_useless_0_noise_0.0_n_500,0,500,3,0.2,0.0,145.25683848136765,777460.9164972478,0.0,5399.034142341999,-0.008728045009497531,5352.318862405738,0.40948100000969134,2.0,5.0,12.0,1.0,,,,,,,,,,
